No,Judul,Genre,Penulis,Sinopsis,Tahun Terbit,Halaman,Rating,Mood Utama,Mood Pendukung1,Mood Pendukung2,Cover
153,The Martian: Si Penghuni Mars,Sci-Fi,Andy Weir,"Enam hari yang lalu, astronaut Mark Watney menjadi salah satu orang pertama yang menjejakkan kaki di Mars. Sekarang dia yakin akan menjadi yang pertama mati di sana.

Mark ditinggalkan di Mars oleh rekan-rekannya, yang mengira dia tewas ketika terjadi badai pasir. Sekarang dia sendirian, tak punya sarana untuk mengirim sinyal ke Bumi, dan persediaan makanannya sudah pasti akan habis lama sebelum tim penyelamat bisa datang. Tapi Mark belum mau menyerah. Berbekal keterampilan teknis dan kreativitasnya––plus rasa humor yang terbukti menjadi sumber kekuatan terbesarnya––dia memulai misi untuk bertahan hidup, menanam kentang untuk dimakan, dan bahkan menyusun rencana edan untuk menghubungi NASA di Bumi.

Rintangan demi rintangan berhasil diatasinya, dan Mark mulai yakin dia bisa keluar dari Mars hidup-hidup––tetapi planet ini ternyata menyimpan banyak kejutan untuknya.

",2022,2016,"4,42",Inspiring,Hopeful,Reflective,covers/the_martian.jpg
154,Proyek Hail Mary,Sci-Fi,Andy Weir,"Ryland Grace adalah satu-satunya orang yang masih bertahan dalam misi yang sangat penting dan mendesak. Jika ia gagal, manusia dan Bumi akan binasa. Hanya saja saat ini, ia tidak tahu tentang hal itu. Ia tidak ingat namanya sendiri, tidak ingat tentang tugasnya dan cara menyelesaikan tugasnya. Ia hanya tahu ia telah tertidur untuk waktu yang amat sangat lama, dan ketika ia terbangun, ia sudah berada jutaan kilometer jauhnya dari Bumi bersama dua mayat. Saat ingatannya perlahan-lahan kembali, Ryland sadar bahwa ia harus melakukan tugas mustahil itu sendirian, karena kedua rekannya sesama kru telah tewas. Ia harus membongkar misteri sains yang tidak masuk akal sementara dirinya melesat melintasi ruang angkasa dalam pesawat antariksa kecil demi menyelamatkan Bumi dan manusia. Ia sungguh tidak yakin ia mampu melakukannya. Namun, pertemuan dengan seorang teman tak terduga memberinya harapan bahwa ia mungkin---mungkin---bisa kembali ke Bumi sebagai pahlawan.",2026,592,"4,51",Hopeful,Thrilling,Inspiring,covers/proyek_hail_mary.jpg
155,Dune Mesias,Sci-Fi,Frank Herbert,"Kisah Paul Atreides, yang kini dikenal dengan nama Muad`Dib, terus berlanjut. Setelah menjadi kaisar, kekuasaannya kian tak terbendung. Muad’Dib disembah oleh kaum Fremen fanatik, hal yang dulu dia takutkan tapi justru kini dia lestarikan demi mempertahankan takhta. Namun, para lawan politiknya tidak tinggal diam. Bahkan dengan kemampuannya melihat masa depan, Muad’Dib masih harus menghadapi persekongkolan yang tak hanya mengancam dirinya, melainkan juga keberlangsungan Klan Atreides serta keselamatan nyawa kekasihnya, Chani.",2024,336,"3,9",Reflective,Thrilling,Dark,covers/dune_mesias.jpg
156,Dune,Sci-Fi,Frank Herbert,"Di planet Arrakis, kisah seorang pemuda bernama Paul Atreides bermula. Ayah Paul ditunjuk oleh Imperium sebagai penguasa di planet gurun tersebut yang juga dikenal dengan nama Dune itu. Meski bukan merupakan tempat yang nyaman untuk tinggal, Arrakis punya rempah berharga yang diperebutkan di seluruh jagat raya. Maka ketika Klan Atreides dikhianati, kehancuran keluarganya membuat Paul harus menempuh perjalanan menjemput takdir menuju padang pasir.",2023,472,"4,29",Inspiring,Hopeful,Thrilling,covers/dune.jpg
157,Trisurya,Sci-Fi,Liu Cixin,"Revolusi Kebudayaan Tiongkok memakan banyak korban, termasuk profesor fisika ayah mahasiswi Ye Wenjie. Ye lantas terseret prahara zaman sampai akhirnya terlibat proyek rahasia pemerintah di Pangkalan Pantai Merah. Di tengah kepahitan hidup, Ye lantas mendapatkan sarana untuk mendengar dan berteriak ke antariksa. Lebih daripada empat puluh tahun kemudian, karya Ye terhubung dengan sejumlah kasus bunuh diri ahli fisika, dan game rumit yang menentang pemainnya dengan masalah fisika klasik yang belum terjawab. Peneliti nanomaterial Wang Miao membantu aparat dalam penyelidikan kasus-kasus bunuh diri dan kaitannya dengan game itu. Namun Wang mendapati pihak berwenang yang meminta bantuannya sedang sangat ketakutan-seolah menghadapi ancaman terbesar terhadap nasib umat manusia.",2019,480,"4,08",Suspenseful,Thrilling,Dark,covers/trisurya.jpg
158,Artemis,Sci-Fi,Andy Weir,"Jazz Bashara adalah kriminal. Atau semacam itulah. Kehidupan di Artemis, kota pertama dan satu-satunya di bulan, bakal berat kalau kau bukan seorang turis kaya atau miliarder eksentrik. Jadi, tidak apa-apa kalau sesekali kau memasukkan barang-barang selundupan, kan? Apalagi kalau kau banyak utang dan bayaran sebagai portir tidak cukup untuk membayar sewa. Tapi situasinya berubah ketika Jazz melihat kesempatan untuk melakukan kejahatan yang sempurna, dengan hasil yang terlalu menggiurkan untuk ditolak. Tapi hal ini malah membuatnya tercebur ke dalam suatu konspirasi untuk menguasai Artemis, dan kesempatan Jazz untuk selamat ditentukan oleh berani-tidaknya dia mengambil tindakan yang lebih berisiko lagi.",2021,376,3.68,Inspiring,Reflective,Hopeful,covers/artemis.jpg
159,Anak-Anak Dune,Sci-Fi,Frank Herbert,"Ini kisah tentang si kembar Atreides, Leto dan Ghanima, setelah ayah mereka Kaisar Paul Muad’Dib lenyap di gurun Arrakis 9 tahun silam. Seperti sang ayah, si kembar memiliki kemampuan melebihi manusia biasa, menjadikan keduanya bernilai bagi Alia, bibi mereka yang kini menguasai imperium atas nama Klan Atreides. Namun, posisi Alia terancam. Klan Corrino yang terbuang merancang siasat untuk merebut kembali takhta, sedangkan kaum Fremen yang fanatik terprovokasi oleh pemberontakan terbuka sosok misterius yang dijuluki Sang Pengkhotbah. Alia yakin kesaktian keponakan kembarnya itu akan membantunya mempertahankan kekuasaan, padahal Leto dan Ghanima punya rencana sendiri untuk mewujudkan visi dan takdir masing-masing.",2025,616,"3,95",Suspenseful,Thrilling,Reflective,covers/anak_anak_dune.jpg
160,Children of Time,Sci-Fi,Adrian Tchaikovsky,"Children of Time adalah 600 halaman fiksi ilmiah luar biasa berbasis evolusi yang menampilkan penceritaan berkualitas dan pembangunan dunia yang jarang terlihat pada generasi ini. Narasi ini diatur lebih dari 1000 tahun. Kami pertama kali melihat Dokter Kern dan tim ilmiahnya yang terdiri dari 19 orang karena mereka ingin bereksperimen dengan monyet dan nanovirus tentang apa yang beberapa individu pertimbangkan sebagai Bumi baru. Setelah pengkhianatan dan konfrontasi di pesawat ruang angkasa mereka, yang mungkin mencerminkan permusuhan di Bumi, peristiwa tidak berkembang seperti yang mereka bayangkan.

Tindakan ini terutama mengikuti dua perspektif yang sangat berbeda. Yang pertama adalah pandangan seorang klasikis manusia bernama Holsten yang telah melakukan perjalanan selama dua milenium ke planet yang disebutkan di atas setelah akhir Bumi. Dia berada di atas pesawat ruang angkasa Gilgamesh dengan sisa-sisa ras manusia dan menghabiskan sebagian besar tahun-tahunnya dibekukan dan karenanya tidak menua. Anggota kru hanya dibangunkan ketika tugas mereka memungkinkan, jadi kontak pertama kami dengan ansambel manusia adalah ketika mereka mendekati planet tersebut. Para kru menampilkan komponen yang diperlukan untuk menciptakan masa depan baru termasuk komandan, insinyur, tentara, intelektual, dan lain-lain. Ternyata planet yang mereka tuju sudah ditempati dan bukan oleh monyet yang sangat berkembang seperti yang direncanakan. Ini membawa saya ke perspektif kedua yang ditulis dari sudut pandang laba-laba spesies yang juga menerima kemajuan evolusi yang dihadirkan nanovirus.",2020,640,"4,3",Reflective,Hopeful,Inspiring,covers/children_of_time.jpg
161,1984,Sci-Fi,George Orwell,"Kehidupan di era pemerintahan otoriter membuat Winston Smith kehilangan kewarasannya. Dia tidak memiliki ke-ortodoks-an murni seperti mayoritas rakyat Oseania. Menurutnya, kehidupan di masa itu terasa fana. Semua segi kehidupan dipenuhi dengan dusta bagi kemaslahatan Pemerintahnya. Hal itu diperburuk dengan hiruk-pikuk perang yang tak berkesudahan. Pemerintahan otoriter yang dikuasai oleh si Penguasa Besar itu akan semakin kuat dan tak terkalahkan. Winston terus berandai-andai apakah dia bisa menggulingkan pemerintahan Penguasa Besar. Dalam perjalanannya, dia juga bertemu dengan perempuan bernama Julia, yang ternyata sepemikiran dengannya. Di sisi lain, banyak bukti kebohongan yang diyakini sudah dimiliki Winston, dengan itulah dia berencana untuk menjatuhkan si Penguasa Besar suatu saat nanti. Namun, apakah niat Winston itu akan berhasil atau hanya berakhir sama dengan para mayoritas? ",2024,384,"4,2",Sad,Reflective,Hopeful,covers/1984.jpg
162,Kaisar Dewa Dune,Sci-Fi,Frank Herbert,"Ribuan tahun telah berlalu di Arrakis. Planet yang dulunya gurun gersang itu kini menjadi belantara rimbun. Leto Atreides—putra sang Mesiah Paul Muad’Dib—masih hidup, hanya saja tidak dalam wujud manusia. Demi keberlangsungan umat manusia, Leto merelakan dirinya melebur dengan cacing pasir. Ia pun menjadi makhluk abadi yang selama 3.500 tahun terakhir disebut sebagai Kaisar Dewa. Leto bukan sosok pengasih. Perubahan tak hanya terjadi pada tampilan fisiknya, tetapi juga pada moralitasnya. Pemberontakan terhadap rezimnya yang bengis kian tak terelakkan, kali ini dipimpin oleh Siona yang masih berdarah Atreides. Siona hanya belum tahu bahwa kelak pemudi itu harus pula menjalani takdir yang tidak sejalan dengan keinginannya.",2026,600,"3,88",Reflective,Sad,Hopeful,covers/kaisar_dewa_dune.jpg
163,Rumah Kaca di Ujung Bumi,Sci-Fi,Kim Choyeop,"Tahun 2058. Bumi hancur akibat serangan dust—debu beracun yang mematikan. Manusia berlindung di dalam kota-kota kubah dan berusaha bertahan hidup dengan segala cara. Kakak adik Naomi dan Amara berkelana dari satu reruntuhan kota ke reruntuhan kota lain dalam upaya mencari tempat berlindung, sampai akhirnya tiba di Frim Village, sebuah desa di tengah hutan tempat manusia hidup tanpa perlindungan kubah dan tanaman bisa tumbuh subur. Apakah keajaiban ini ada hubungannya dengan ahli botani misterius yang mendekam di rumah kaca di puncak bukit? Tahun 2129. Ah-yeong, peneliti tumbuhan di Pusat Riset Ekologi Dust, berusaha meneliti asal-usul tumbuhan merambat bernama mossvana yang mewabah di kota Haewol. Tumbuhan beracun dan konon bisa berpendar biru di tengah malam itu mengingatkan Ah-yeong pada pemandangan misterius yang pernah ia lihat di kebun tetangganya ketika ia masih kecil— kebun penuh ilalang lebat yang memancarkan cahaya kebiruan. Penelitian Ah-yeong mempertemukannya dengan Naomi yang berhasil bertahan hidup melewati Era Dust. Banyak sekali yang ingin ditanyakannya kepada Naomi. Bagaimana Naomi dan Amara berhasil bertahan hidup di luar kota kubah? Apakah Frim Village sungguh ada? Kenapa Naomi dan Amara meninggalkan desa surgawi itu? Dan benarkah mossvana yang menyelamatkan umat manusia dari kehancuran?",2024,376,"3,95",Hopeful,Reflective,Sad,covers/rumah_kaca_diujung_bumi.jpg
164,Do Androids Dream of Electric Sheep?,Sci-Fi,Philip K. Dick,"“Alangkah tidak masuk akal. Tiga tahun aku bekerja di bawah arahan android. Kenapa aku tidak curiga?” Selepas Perang Dunia Pamungkas, Bumi semakin tidak layak huni dan manusia semakin tergerak untuk pindah ke Mars. Satu dari sedikit yang memilih bertahan adalah Rick Deckard. Dia punya misi memburu musuh baru yang menyamar di tengah-tengah kerumunan manusia: robot humanoid yang disebut android. Bagaimana cara para android tiba di Bumi? Bagaimana pula cara Deckard menemukan mereka, sementara wujudnya persis sama dengan manusia? Bagaimana kalau Deckard jatuh cinta dengan salah satu android itu?",2019,300,"4,09",Reflective,Sad,Hopeful,covers/do_androids_dream_of_electric_sheep.jpg
165,Klara And The Sun,Sci-Fi,Kazuo Ishiguro,"Dari tempatnya di dalam toko, Klara, si Teman Artifisial, mengamati dengan cermat perilaku orang-orang yang masuk ke toko, juga yang lalu-lalang di jalanan. Dia selalu berharap akan ada yang memilih dirinya, namun ketika timbul kemungkinan bahwa situasi akan berubah selamanya, Klara diberitahu agar jangan terlalu percaya pada janji manusia. Klara dan sang Matahari berkisah tentang dunia kita yang tengah berubah, dan mempertanyakan hal yang fundamental: apakah arti mencintai?",2022,416,"3,74",Sad,Reflective,Heartwarming,covers/klara_and_the_sun.jpg
166,Dunia Anna,Sci-Fi,Jostein Gaarder,"""Nova sayang, aku tak tahu bagaimana rupa dunia saat kau membaca surat ini ...."" Bumi 2082, Nova sangat terkejut saat tiba-tiba di terminal online-nya muncul surat dari nenek buyutnya, Anna. Surat yang ditulis 70 tahun lalu, tepat tanggal 12.12.12. Tepat saat nenek buyutnya berusia 16 tahun seperti Nova saat ini. Sungguh misterius, bagaimana mungkin 70 tahun lalu nenek buyutnya sudah tahu bahwa kelak cicitnya bernama Nova? Dan dari mana nenek buyutnya tahu tentang keresahan-keresahan Nova? Tentang bumi yang sudah tak seindah dulu lagi, tentang spesies yang punah, tanah-tanah yang tenggelam, kutub yang meleleh. Dan, benarkah cincin rubi merah dari legenda Aladin, menjadi kunci untuk mengembalikan keseimbangan bumi? Cincin yang selama ini melingkar di jari Anna, nenek buyutnya?",2025,252,"3,35",Hopeful,Reflective,Sad,covers/dunia_anna.jpg
167,Ekspedisi Paus Yunus,Sci-Fi,Ahmad Mustafa,"Satu kapal selam rakitan, dua remaja nekat, dan jutaan misteri di dasar Palung Agung. Bagi Yunus Bahari, laut bukan sekadar rahim purba tempat kehidupan bermula, tetapi juga tempat peradaban lain bersembunyi di dasarnya. Keyakinan itulah yang membuat ahli maritim tersebut dianggap gila karena berusaha mencarinya ke Palung Agung. Sayang, dia tewas secara misterius dalam ekspedisinya ke palung tersebut. Cucunya, Yunan, menolak kabar itu. Lima tahun kemudian, bersama sahabatnya, Mutiara, dia memulai pencarian dengan kapal selam rakitannya: Paus Yunus. Namun, apakah Kakek Yunus memang masih hidup? Di tengah ketidakpastian dan mara bahaya laut, keduanya menjumpai beragam spesies asing yang memunculkan pertanyaan: adakah mereka berasal dari “Kota Dalam” di Palung Agung? Dan apakah peradaban tersebut benar-benar ada? ",2026,356,"4,67",Inspiring,Hopeful,Reflective,covers/ekspedisi_paus_yunus.jpg
168,Rekayasa Buah,Sci-Fi,Rio Johan,"Seorang insinyur rekayasa buah berambisi merancang 1000 varian beri, dua insinyur muda berlomba mencuri perhatian seorang gadis cantik melalui rancangan-rancangan buah naga yang baru, seorang insinyur lain diteror oleh buah ceri penumbuh inspirasi yang dirancangnya sendiri, lantas ada cerita tentang betapa repotnya urusan menciptakan buah penyembuh segala penyakit,dan ada juga cerita tentang seorang bintang iklan holografis yang terobsesi menggunakan buah-buahan kosmetik. ",2026,238,"3,68",Reflective,Inspiring,Hopeful,covers/rekayasa_buah.jpg
169,Scythe,Sci-Fi,Neal Shusterman,"BAGAIMANA KALAU YANG BISA KITA KENDALIKAN HANYA TINGGAL KEMATIAN? Tak ada lagi kelaparan, penyakit, perang, penderitaan di dunia ini: manusia berhasil mengendalikan semua itu, bahkan menaklukkan kematian. Sekarang hanya Scythe yang bisa menghabisi nyawa seseorang––dan itu memang tugas mereka, untuk mengontrol jumlah manusia. Citra dan Rowan terpilih menjadi murid Scythe—meski mereka tidak menginginkannya. Kedua remaja ini harus menguasai “seni” mencabut nyawa. Kegagalan melaksanakan tugas bisa mengakibatkan hilangnya nyawa mereka sendiri. Lalu mereka diberitahu bahwa salah satu dari mereka harus mencabut nyawa yang lain…",2019,468,"4,32",Reflective,Sad,Inspiring,covers/scythe.jpg
170,The Time Machine,Sci-Fi,H.G. Wells,"Penjelajah Waktu menciptakan sebuah perangkat luar biasa untuk menjelajahi waktu. Dengan mesin ini, ia melompat jauh ke masa depan dan tiba di tahun 802.701, di mana ia menemukan dunia yang sangat berbeda dari yang ia kenal. Manusia telah berevolusi menjadi dua spesies: Eloi, makhluk mungil dan lemah yang tampak hidup tanpa kekhawatiran, serta Morlock, makhluk menyeramkan yang hidup di bawah tanah dan memiliki hubungan permusuhan dengan Eloi. Ketika Penjelajah Waktu semakin memahami dunia itu, ia menyadari bahwa perbedaan sosial yang ekstrem telah menciptakan peradaban yang terpecah dan menakutkan. Eloi, meskipun tampak bahagia, sebenarnya adalah makhluk lemah yang kehilangan kemampuannya bertahan hidup dengan kelompoknya. Morlock, di sisi lain, adalah pekerja bawah tanah yang menjadi predator bagi Eloi. Dalam petualangannya, Penjelajah Waktu berusaha merebut kembali mesinnya yang dicuri dan menyaksikan lebih banyak gambaran masa depan yang suram, sebelum akhirnya kembali ke zamannya sendiri. Namun, ia tidak berhenti di situ—pada akhir cerita, ia menghilang sekali lagi, meninggalkan misteri tentang ke mana dan kapan ia pergi selanjutnya.",2025,208,"3,89",Reflective,Sad,Hopeful,covers/the_time_machine.jpg
171,Masa Depan yang Tidak Boleh Dibicarakan,Sci-Fi,Adit MKM,"Pada suatu podcast, Danu dan Geraldy membayangkan apa yang akan terjadi pada dunia di masa depan. Mereka bermimpi tentang dunia di mana kapitalisme dikalahkan, manusia tidak lagi mengenal uang, dan manusia bekerja bukan demi upah, tapi demi kesejahteraan bersama. Mereka membahas hal-hal yang seharusnya tidak boleh dibicarakan. Tanpa diduga, obrolan penuh canda itu menjadi kenyataan di masa depan. Pasca perang dunia ketiga, Neopolis berdiri sebagai peradaban terakhir umat manusia di bumi. Kota yang dikelilingi tembok tinggi itu sepakat untuk meninggalkan demokrasi, dan menyerahkan kepemimpinan pada kecerdasan buatan bernama Sang Komputer. Semua penduduk Neopolis berbahagia dengan kehidupan mereka yang tanpa sistem ekonomi seperti sekarang. Kecuali satu orang. Ben, seorang urologis yang sudah bosan dengan tugasnya untuk mensterilisasi manusia, kini harus berjuang untuk sebuah kebebasan. Ia memprediksi batas antara kebebasan dan ketaatan dalam peradaban yang dibangun di atas trauma. Apakah kebebasan itu hal utopis atau memang layak diperjuangkan?",2024,258,"3,66",Reflective,Sad,Hopeful,covers/masa_depan_yang_tidak_boleh_dibicarakan.jpg
172,The Star Diaries: Catatan Perjalanan Angkasa Luar,Sci-Fi,Stainslaw Lem,"Kisah ini berpusat pada seorang penjelajah luar angkasa: Ijon Tichy. Dalam penjelajahannya ke berbagai galaksi, Tichy menjadi delegasi untuk Perserikatan Planet-Planet, menyelinap masuk ke planet robot gila, mencoba menduplikasi dirinya sendiri dalam operasi penyelamatan sejarah peradaban manusia, hingga masuk ke planet rahasia di mana segala sesuatu yang ada dalam diri manusia dapat diprogram dengan eksak. Lewat perjumpaannya dengan peradaban futuristik yang jauhnya ratusan juta mil itulah, sains, rasionalitas, kehendak bebas, keyakinan, dan kesucian menjadi pertanyaan besar.",2024,354,"4,21",Reflective,Inspiring,Hopeful,covers/the_star_diaries.jpg
